SECURITY_DES,BB_COMPOSITE,PX_LAST,CPN,LONG_COMP_NAME,MATURITY,CRNCY,CV_PCT_PREMIUM,DELTA,YIELD(YIELD_TYPE=YTM),CNTRY_OF_RISK,AMT_OUTSTANDING,CONVERTIBLE,SRCH_ASSET_CLASS,ID,ID_ISIN,SECURITY_TYP,"CLASSIFICATION_NAME(BICS,2)",PAYMENT_RANK,YIELD(YIELD_TYPE=YTW),CV_COMMON_TICKER_EXCH,CV_CNVS_PX,CV_CNVS_RATIO,PARITY,AMT_OUTSTANDING_USD,DATA_SOURCE,CAST_PARENT_EQUITY_TICKER
Bond_227,AAA,99.99,2.83,Issuer_C,2027-05-25,USD,,,4.47,US,152780000.0,N,Corporates,XS0000002278 Corp,XS0000002278,Bond,Supranationals,Unsecured,3.87,,,,,152780000.0,SYNTHETIC DEMO - not market data,DEMO227 US Equity
Bond_228,AAA,107.17,0.06,Issuer_A,2032-06-13,EUR,17.9,0.96,0.18,JP,151030000.0,Y,Corporates,XS0000002286 Corp,XS0000002286,Convertible,Tech Hardware & Semiconductors,Asset Backed,-0.398,DEMO228 US Equity,83.2963,12.00533517094997,90.89906700593723,166133000.0,SYNTHETIC DEMO - not market data,DEMO228 US Equity
Bond_229,CCC,108.32,1.6,Issuer_A,2034-06-04,USD,17.93,0.8,4.91,JP,81020000.0,Y,Corporates,XS0000002294 Corp,XS0000002294,Convertible,Telecommunications,Sr Non Preferred,4.336,DEMO229 US Equity,157.269,6.358532196427777,91.85109810904774,81020000.0,SYNTHETIC DEMO - not market data,DEMO229 US Equity
Bond_230,BB,105.47,1.55,Issuer_A,2033-08-01,GBP,,,1.0,GB,382810000.0,N,Corporates,XS0000002302 Corp,XS0000002302,Bond,Utilities,Sr Preferred,0.974,,,,,497653000.0,SYNTHETIC DEMO - not market data,DEMO230 US Equity
Bond_231,D,97.37,4.86,Issuer_B,2033-04-05,USD,93.24,0.02,2.71,US,477950000.0,Y,Corporates,XS0000002310 Corp,XS0000002310,Convertible,Banking,Sr Subordinated,1.881,DEMO231 US Equity,187.2352,5.3408760745842665,50.38811840198717,477950000.0,SYNTHETIC DEMO - not market data,DEMO231 US Equity
Bond_232,CCC,106.98,3.64,Issuer_A,2028-09-08,JPY,49.2,0.06,4.98,GB,91860000.0,Y,Corporates,XS0000002328 Corp,XS0000002328,Convertible,Consumer Discretionary Products,1st lien,4.414,DEMO232 US Equity,176.5753,5.663306249515079,71.7024128686327,643020.0,SYNTHETIC DEMO - not market data,DEMO232 US Equity
Bond_233,NR,98.26,4.48,Issuer_D,2026-10-04,EUR,63.72,0.39,2.96,US,245740000.0,Y,Corporates,XS0000002336 Corp,XS0000002336,Convertible,Consumer Discretionary Services,2nd lien,2.619,DEMO233 US Equity,95.5698,10.463556479138807,60.01710236989983,270314000.0,SYNTHETIC DEMO - not market data,DEMO233 US Equity
Bond_234,BBB,95.83,4.25,Issuer_D,2030-06-15,GBP,23.36,0.94,0.68,US,119930000.0,Y,Corporates,XS0000002344 Corp,XS0000002344,Convertible,Consumer Staple Products,1.5 Lien,0.062,DEMO234 US Equity,48.3338,20.689455412154643,77.6832036316472,155909000.0,SYNTHETIC DEMO - not market data,DEMO234 US Equity
Bond_235,D,99.32,2.03,Issuer_C,2028-08-10,JPY,26.5,0.12,0.79,GB,421870000.0,Y,Corporates,XS0000002351 Corp,XS0000002351,Convertible,Financial Services,Jr Subordinated,0.676,DEMO235 US Equity,155.8898,6.414787882209098,78.51383399209485,2953090.0,SYNTHETIC DEMO - not market data,DEMO235 US Equity
Bond_236,BBB,106.72,1.64,Issuer_A,2028-06-13,USD,67.72,0.26,4.95,US,478440000.0,Y,Corporates,XS0000002369 Corp,XS0000002369,Convertible,Health Care,Secured,4.351,DEMO236 US Equity,91.1474,10.971239991486318,63.62985928929167,478440000.0,SYNTHETIC DEMO - not market data,DEMO236 US Equity
Bond_237,NR,104.96,1.25,Issuer_D,2026-03-04,USD,,,0.31,DE,108820000.0,N,Corporates,XS0000002377 Corp,XS0000002377,Bond,Industrial Products,Sr Unsecured,0.302,,,,,108820000.0,SYNTHETIC DEMO - not market data,DEMO237 US Equity
Bond_238,B,103.73,4.69,Issuer_A,2034-10-09,USD,,,0.11,US,138990000.0,N,Corporates,XS0000002385 Corp,XS0000002385,Bond,Industrial Services,Unsecured,-0.637,,,,,138990000.0,SYNTHETIC DEMO - not market data,DEMO238 US Equity
Bond_239,A,91.84,4.24,Issuer_C,2026-01-15,USD,,,0.84,JP,419760000.0,N,Corporates,XS0000002393 Corp,XS0000002393,Bond,Insurance,Asset Backed,0.664,,,,,419760000.0,SYNTHETIC DEMO - not market data,DEMO239 US Equity
Bond_240,D,90.59,3.42,Issuer_B,2030-04-06,GBP,,,1.4,DE,65590000.0,N,Corporates,XS0000002401 Corp,XS0000002401,Bond,Materials,Sr Non Preferred,1.02,,,,,85267000.0,SYNTHETIC DEMO - not market data,DEMO240 US Equity
Bond_241,BB,99.98,4.41,Issuer_D,2025-02-09,JPY,13.72,0.2,4.42,DE,333840000.0,Y,Corporates,XS0000002419 Corp,XS0000002419,Convertible,Media,Sr Preferred,3.92,DEMO241 US Equity,146.6608,6.818454556364073,87.9176925782624,2336880.0,SYNTHETIC DEMO - not market data,DEMO241 US Equity
Bond_242,CCC,105.64,1.8,Issuer_D,2030-10-17,GBP,38.84,0.18,1.59,DE,63190000.0,Y,Corporates,XS0000002427 Corp,XS0000002427,Convertible,National,Sr Subordinated,0.728,DEMO242 US Equity,185.8092,5.38186483769372,76.08758282915586,82147000.0,SYNTHETIC DEMO - not market data,DEMO242 US Equity
Bond_243,AAA,106.17,2.36,Issuer_C,2034-04-06,USD,,,1.24,DE,169940000.0,N,Corporates,XS0000002435 Corp,XS0000002435,Bond,Oil & Gas,1st lien,0.915,,,,,169940000.0,SYNTHETIC DEMO - not market data,DEMO243 US Equity
Bond_244,BBB,101.51,4.91,Issuer_D,2030-03-06,EUR,59.25,0.81,3.49,US,366550000.0,Y,Corporates,XS0000002443 Corp,XS0000002443,Convertible,Real Estate,2nd lien,2.872,DEMO244 US Equity,164.238,6.088724899231603,63.742543171114605,403205000.00000006,SYNTHETIC DEMO - not market data,DEMO244 US Equity
Bond_245,A,101.26,0.94,Issuer_D,2033-05-06,JPY,,,0.19,US,154680000.0,N,Corporates,XS0000002450 Corp,XS0000002450,Bond,Regional & Local,1.5 Lien,-0.334,,,,,1082760.0,SYNTHETIC DEMO - not market data,DEMO245 US Equity
Bond_246,AAA,100.53,0.0,Issuer_B,2027-06-23,EUR,91.88,0.84,1.62,US,116470000.0,Y,Corporates,XS0000002468 Corp,XS0000002468,Convertible,Renewable Energy,Jr Subordinated,1.31,DEMO246 US Equity,91.238,10.960345470089218,52.392120075046904,128117000.00000001,SYNTHETIC DEMO - not market data,DEMO246 US Equity
Bond_247,AA,106.93,4.3,Issuer_A,2030-12-22,JPY,58.6,0.34,1.61,DE,379560000.0,Y,Corporates,XS0000002476 Corp,XS0000002476,Convertible,Retail & Wholesale - Staples,Secured,1.261,DEMO247 US Equity,183.0661,5.462507804558026,67.42118537200506,2656920.0,SYNTHETIC DEMO - not market data,DEMO247 US Equity
Bond_248,D,102.98,0.87,Issuer_C,2028-11-19,EUR,,,1.89,GB,107310000.0,N,Corporates,XS0000002484 Corp,XS0000002484,Bond,Retail & Whsle - Discretionary,Sr Unsecured,1.288,,,,,118041000.00000001,SYNTHETIC DEMO - not market data,DEMO248 US Equity
Bond_249,CCC,107.02,3.85,Issuer_A,2027-10-11,EUR,63.96,0.1,2.48,GB,385400000.0,Y,Corporates,XS0000002492 Corp,XS0000002492,Convertible,Software & Tech Services,Unsecured,1.824,DEMO249 US Equity,156.8388,6.375973292323073,65.27201756525982,423940000.00000006,SYNTHETIC DEMO - not market data,DEMO249 US Equity
Bond_250,B,109.65,0.84,Issuer_A,2035-11-24,GBP,44.66,0.27,1.25,US,207720000.0,Y,Corporates,XS0000002500 Corp,XS0000002500,Convertible,Supranationals,Asset Backed,0.686,DEMO250 US Equity,186.3478,5.366309663972421,75.79842389050188,270036000.0,SYNTHETIC DEMO - not market data,DEMO250 US Equity
Bond_251,AAA,90.96,2.19,Issuer_D,2027-07-16,JPY,35.12,0.38,4.14,DE,123200000.0,Y,Corporates,XS0000002518 Corp,XS0000002518,Convertible,Tech Hardware & Semiconductors,Sr Non Preferred,3.837,DEMO251 US Equity,99.5975,10.040412660960365,67.31793960923623,862400.0,SYNTHETIC DEMO - not market data,DEMO251 US Equity
Bond_252,AAA,95.9,1.59,Issuer_A,2026-06-06,JPY,16.09,0.08,4.71,US,202080000.0,Y,Corporates,XS0000002526 Corp,XS0000002526,Convertible,Telecommunications,Sr Preferred,4.633,DEMO252 US Equity,169.7054,5.892564408675269,82.60832113015763,1414560.0,SYNTHETIC DEMO - not market data,DEMO252 US Equity
Bond_253,AAA,98.63,3.27,Issuer_D,2027-01-04,GBP,,,1.03,DE,234180000.0,N,Corporates,XS0000002534 Corp,XS0000002534,Bond,Utilities,Sr Subordinated,0.238,,,,,304434000.0,SYNTHETIC DEMO - not market data,DEMO253 US Equity
Bond_254,BB,95.95,0.48,Issuer_D,2034-09-27,JPY,,,0.77,GB,51720000.0,N,Corporates,XS0000002542 Corp,XS0000002542,Bond,Banking,1st lien,-0.126,,,,,362040.0,SYNTHETIC DEMO - not market data,DEMO254 US Equity
Bond_255,BB,106.48,3.13,Issuer_D,2028-02-01,EUR,17.08,0.29,0.41,US,188760000.0,Y,Corporates,XS0000002559 Corp,XS0000002559,Convertible,Consumer Discretionary Products,2nd lien,-0.4,DEMO255 US Equity,100.9521,9.905687945074941,90.94636146224803,207636000.00000003,SYNTHETIC DEMO - not market data,DEMO255 US Equity
Bond_256,D,99.78,3.31,Issuer_A,2035-09-13,EUR,,,1.86,JP,216230000.0,N,Governments,XS0000002567 Corp,XS0000002567,Bond,Consumer Discretionary Services,1.5 Lien,0.961,,,,,237853000.00000003,SYNTHETIC DEMO - not market data,DEMO256 US Equity
Bond_257,AAA,95.27,2.33,Issuer_B,2029-10-02,EUR,,,3.76,US,88570000.0,N,Corporates,XS0000002575 Corp,XS0000002575,Bond,Consumer Staple Products,Jr Subordinated,3.417,,,,,97427000.00000001,SYNTHETIC DEMO - not market data,DEMO257 US Equity
Bond_258,NR,98.28,3.78,Issuer_B,2033-01-27,JPY,,,4.09,JP,484530000.0,N,Corporates,XS0000002583 Corp,XS0000002583,Bond,Financial Services,Secured,3.376,,,,,3391710.0,SYNTHETIC DEMO - not market data,DEMO258 US Equity
Bond_259,BBB,99.53,0.39,Issuer_A,2033-10-17,EUR,,,0.6,JP,127800000.0,N,Corporates,XS0000002591 Corp,XS0000002591,Bond,Health Care,Sr Unsecured,0.095,,,,,140580000.0,SYNTHETIC DEMO - not market data,DEMO259 US Equity
Bond_260,BBB,106.17,0.63,Issuer_D,2026-11-14,EUR,99.73,0.63,4.17,GB,193890000.0,Y,Corporates,XS0000002609 Corp,XS0000002609,Convertible,Industrial Products,Unsecured,3.922,DEMO260 US Equity,51.0606,19.58457205751597,53.15676162819807,213279000.00000003,SYNTHETIC DEMO - not market data,DEMO260 US Equity
Bond_261,AA,97.76,1.99,Issuer_C,2029-09-15,USD,78.66,0.62,2.61,JP,100630000.0,Y,Corporates,XS0000002617 Corp,XS0000002617,Convertible,Industrial Services,Asset Backed,2.272,DEMO261 US Equity,93.5785,10.686215316552413,54.71845964401657,100630000.0,SYNTHETIC DEMO - not market data,DEMO261 US Equity
Bond_262,A,101.33,2.91,Issuer_A,2026-10-25,USD,78.57,0.87,4.4,JP,168860000.0,Y,Corporates,XS0000002625 Corp,XS0000002625,Convertible,Insurance,Sr Non Preferred,3.676,DEMO262 US Equity,71.1465,14.05550518999529,56.7452539620317,168860000.0,SYNTHETIC DEMO - not market data,DEMO262 US Equity
Bond_263,D,90.75,1.38,Issuer_B,2034-10-22,JPY,,,0.19,GB,360730000.0,N,Corporates,XS0000002633 Corp,XS0000002633,Bond,Materials,Sr Preferred,-0.16,,,,,2525110.0,SYNTHETIC DEMO - not market data,DEMO263 US Equity
Bond_264,D,108.42,4.49,Issuer_A,2030-05-10,GBP,84.28,0.86,3.42,DE,110470000.0,Y,Corporates,XS0000002641 Corp,XS0000002641,Convertible,Media,Sr Subordinated,2.722,DEMO264 US Equity,194.1854,5.149717743970453,58.83438246147168,143611000.0,SYNTHETIC DEMO - not market data,DEMO264 US Equity
Bond_265,B,95.39,2.08,Issuer_A,2028-08-07,JPY,,,3.7,GB,419460000.0,N,Corporates,XS0000002658 Corp,XS0000002658,Bond,National,1st lien,2.887,,,,,2936220.0,SYNTHETIC DEMO - not market data,DEMO265 US Equity
Bond_266,AA,96.22,2.53,Issuer_B,2033-10-01,EUR,19.28,0.83,4.18,DE,64879999.99999999,Y,Corporates,XS0000002666 Corp,XS0000002666,Convertible,Oil & Gas,2nd lien,3.351,DEMO266 US Equity,140.621,7.111313388469716,80.66733735747819,71368000.0,SYNTHETIC DEMO - not market data,DEMO266 US Equity
Bond_267,B,104.09,1.37,Issuer_D,2033-07-21,USD,68.12,0.24,2.44,JP,129910000.0,Y,Corporates,XS0000002674 Corp,XS0000002674,Convertible,Real Estate,1.5 Lien,2.26,DEMO267 US Equity,85.2676,11.727784058657685,61.91410896978349,129910000.0,SYNTHETIC DEMO - not market data,DEMO267 US Equity
Bond_268,NR,97.0,0.82,Issuer_C,2026-05-01,JPY,,,0.25,DE,435700000.0,N,Corporates,XS0000002682 Corp,XS0000002682,Bond,Regional & Local,Jr Subordinated,-0.594,,,,,3049900.0,SYNTHETIC DEMO - not market data,DEMO268 US Equity
Bond_269,BBB,95.38,2.05,Issuer_A,2035-01-16,EUR,64.74,0.6,0.04,GB,323750000.0,Y,Corporates,XS0000002690 Corp,XS0000002690,Convertible,Renewable Energy,Secured,-0.731,DEMO269 US Equity,38.2053,26.174378947423524,57.897292703654244,356125000.0,SYNTHETIC DEMO - not market data,DEMO269 US Equity
Bond_270,BB,98.48,1.88,Issuer_C,2032-05-07,JPY,,,1.51,JP,313020000.0,N,Corporates,XS0000002708 Corp,XS0000002708,Bond,Retail & Wholesale - Staples,Sr Unsecured,1.133,,,,,2191140.0,SYNTHETIC DEMO - not market data,DEMO270 US Equity
Bond_271,NR,109.99,4.83,Issuer_C,2033-11-20,GBP,29.85,0.11,0.32,GB,338270000.0,Y,Corporates,XS0000002716 Corp,XS0000002716,Convertible,Retail & Whsle - Discretionary,Unsecured,-0.511,DEMO271 US Equity,49.2045,20.323344409556036,84.70542934154794,439751000.0,SYNTHETIC DEMO - not market data,DEMO271 US Equity
Bond_272,BB,103.12,4.76,Issuer_C,2028-03-17,EUR,,,4.5,JP,347240000.0,N,Corporates,XS0000002724 Corp,XS0000002724,Bond,Software & Tech Services,Asset Backed,4.262,,,,,381964000.00000006,SYNTHETIC DEMO - not market data,DEMO272 US Equity
Bond_273,AAA,103.11,4.99,Issuer_C,2031-07-13,USD,58.3,0.99,4.08,GB,376950000.0,Y,Corporates,XS0000002732 Corp,XS0000002732,Convertible,Supranationals,Sr Non Preferred,3.795,DEMO273 US Equity,99.9558,10.004421954503892,65.13581806696146,376950000.0,SYNTHETIC DEMO - not market data,DEMO273 US Equity
Bond_274,NR,102.77,2.38,Issuer_C,2033-05-28,EUR,84.06,0.88,0.91,US,261850000.00000003,Y,Corporates,XS0000002740 Corp,XS0000002740,Convertible,Tech Hardware & Semiconductors,Sr Preferred,0.542,DEMO274 US Equity,170.3204,5.871287291481232,55.83505378680864,288035000.00000006,SYNTHETIC DEMO - not market data,DEMO274 US Equity
Bond_275,NR,105.26,0.92,Issuer_C,2035-02-08,GBP,,,1.12,GB,239210000.0,N,Corporates,XS0000002757 Corp,XS0000002757,Bond,Telecommunications,Sr Subordinated,0.154,,,,,310973000.0,SYNTHETIC DEMO - not market data,DEMO275 US Equity
Bond_276,B,95.21,1.47,Issuer_A,2032-01-28,USD,,,2.36,DE,275210000.0,N,Governments,XS0000002765 Corp,XS0000002765,Bond,Utilities,1st lien,1.543,,,,,275210000.0,SYNTHETIC DEMO - not market data,DEMO276 US Equity
Bond_277,NR,95.97,0.27,Issuer_B,2027-04-11,JPY,,,4.94,JP,114450000.0,N,Corporates,XS0000002773 Corp,XS0000002773,Bond,Banking,2nd lien,4.139,,,,,801150.0,SYNTHETIC DEMO - not market data,DEMO277 US Equity
Bond_278,AA,99.75,3.16,Issuer_B,2030-11-02,USD,45.21,0.21,3.87,DE,270310000.0,Y,Corporates,XS0000002781 Corp,XS0000002781,Convertible,Consumer Discretionary Products,1.5 Lien,3.62,DEMO278 US Equity,44.9117,22.265912891295585,68.69361614213898,270310000.0,SYNTHETIC DEMO - not market data,DEMO278 US Equity
Bond_279,A,102.29,3.17,Issuer_D,2031-08-13,USD,3.77,0.2,1.87,US,451400000.0,Y,Corporates,XS0000002799 Corp,XS0000002799,Convertible,Consumer Discretionary Services,Jr Subordinated,1.107,DEMO279 US Equity,71.3113,14.02302299916002,98.57376891201696,451400000.0,SYNTHETIC DEMO - not market data,DEMO279 US Equity
Bond_280,AAA,103.53,3.13,Issuer_B,2028-12-12,GBP,12.89,0.38,2.94,DE,79380000.0,Y,Corporates,XS0000002807 Corp,XS0000002807,Convertible,Consumer Staple Products,Secured,2.59,DEMO280 US Equity,101.203,9.881130006027488,91.70874302418284,103194000.0,SYNTHETIC DEMO - not market data,DEMO280 US Equity
Bond_281,BB,108.97,2.28,Issuer_C,2031-11-05,GBP,99.61,0.49,3.75,DE,476640000.0,Y,Corporates,XS0000002815 Corp,XS0000002815,Convertible,Financial Services,Sr Unsecured,2.819,DEMO281 US Equity,25.0738,39.88226754620361,54.5914533340013,619632000.0,SYNTHETIC DEMO - not market data,DEMO281 US Equity
Bond_282,AAA,94.57,3.64,Issuer_B,2028-12-01,EUR,,,0.62,US,218840000.0,N,Corporates,XS0000002823 Corp,XS0000002823,Bond,Health Care,Unsecured,-0.076,,,,,240724000.00000003,SYNTHETIC DEMO - not market data,DEMO282 US Equity
Bond_283,NR,102.46,2.97,Issuer_A,2035-02-21,USD,,,0.24,US,237550000.0,N,Corporates,XS0000002831 Corp,XS0000002831,Bond,Industrial Products,Asset Backed,0.101,,,,,237550000.0,SYNTHETIC DEMO - not market data,DEMO283 US Equity
Bond_284,AA,100.95,2.37,Issuer_B,2028-12-22,USD,,,1.51,US,348120000.0,N,Corporates,XS0000002849 Corp,XS0000002849,Bond,Industrial Services,Sr Non Preferred,0.804,,,,,348120000.0,SYNTHETIC DEMO - not market data,DEMO284 US Equity
Bond_285,A,98.38,4.49,Issuer_A,2029-02-26,USD,,,2.49,DE,400080000.0,N,Corporates,XS0000002856 Corp,XS0000002856,Bond,Insurance,Sr Preferred,2.041,,,,,400080000.0,SYNTHETIC DEMO - not market data,DEMO285 US Equity
Bond_286,B,104.07,1.48,Issuer_A,2033-08-07,JPY,33.06,0.0,3.36,US,425850000.0,Y,Corporates,XS0000002864 Corp,XS0000002864,Convertible,Materials,Sr Subordinated,3.281,DEMO286 US Equity,20.9452,47.743635773351414,78.2128363144446,2980950.0,SYNTHETIC DEMO - not market data,DEMO286 US Equity
Bond_287,A,108.99,3.9,Issuer_A,2026-05-21,EUR,,,2.28,GB,168860000.0,N,Corporates,XS0000002872 Corp,XS0000002872,Bond,Media,1st lien,1.992,,,,,185746000.00000003,SYNTHETIC DEMO - not market data,DEMO287 US Equity
Bond_288,AA,106.26,4.37,Issuer_C,2030-11-11,JPY,73.85,0.09,3.79,US,54350000.0,Y,Corporates,XS0000002880 Corp,XS0000002880,Convertible,National,2nd lien,3.742,DEMO288 US Equity,74.2072,13.47578132580127,61.121656600517696,380450.0,SYNTHETIC DEMO - not market data,DEMO288 US Equity
Bond_289,A,96.57,4.47,Issuer_C,2026-06-27,GBP,18.29,0.4,4.81,GB,426070000.0,Y,Corporates,XS0000002898 Corp,XS0000002898,Convertible,Oil & Gas,1.5 Lien,4.295,DEMO289 US Equity,22.9584,43.557042302599484,81.6383464367233,553891000.0,SYNTHETIC DEMO - not market data,DEMO289 US Equity
Bond_290,CCC,102.98,3.98,Issuer_A,2027-12-24,USD,,,4.91,DE,96670000.0,N,Corporates,XS0000002906 Corp,XS0000002906,Bond,Real Estate,Jr Subordinated,4.246,,,,,96670000.0,SYNTHETIC DEMO - not market data,DEMO290 US Equity
Bond_291,D,93.63,1.9,Issuer_C,2034-01-28,EUR,,,2.42,JP,100820000.0,N,Governments,XS0000002914 Corp,XS0000002914,Bond,Regional & Local,Secured,2.334,,,,,110902000.00000001,SYNTHETIC DEMO - not market data,DEMO291 US Equity
Bond_292,D,90.92,1.31,Issuer_C,2025-12-28,EUR,,,4.89,GB,283590000.0,N,Corporates,XS0000002922 Corp,XS0000002922,Bond,Renewable Energy,Sr Unsecured,3.915,,,,,311949000.0,SYNTHETIC DEMO - not market data,DEMO292 US Equity
Bond_293,CCC,103.23,1.24,Issuer_C,2035-11-21,JPY,14.87,0.83,4.46,US,55240000.0,Y,Corporates,XS0000002930 Corp,XS0000002930,Convertible,Retail & Wholesale - Staples,Unsecured,3.934,DEMO293 US Equity,32.1823,31.072981110734784,89.86680595455732,386680.0,SYNTHETIC DEMO - not market data,DEMO293 US Equity
Bond_294,NR,106.98,4.26,Issuer_B,2026-08-11,EUR,33.09,0.28,2.53,JP,231470000.0,Y,Corporates,XS0000002948 Corp,XS0000002948,Convertible,Retail & Whsle - Discretionary,Asset Backed,2.276,DEMO294 US Equity,196.5871,5.086803762810479,80.38169659628824,254617000.00000003,SYNTHETIC DEMO - not market data,DEMO294 US Equity
Bond_295,AA,99.18,4.01,Issuer_D,2026-08-15,GBP,11.87,0.5,3.27,US,231550000.0,Y,Corporates,XS0000002955 Corp,XS0000002955,Convertible,Software & Tech Services,Sr Non Preferred,2.937,DEMO295 US Equity,152.3337,6.56453562146787,88.65647626709574,301015000.0,SYNTHETIC DEMO - not market data,DEMO295 US Equity
Bond_296,NR,100.98,4.13,Issuer_C,2033-09-07,JPY,95.04,0.36,0.27,DE,429940000.0,Y,Corporates,XS0000002963 Corp,XS0000002963,Convertible,Supranationals,Sr Preferred,-0.362,DEMO296 US Equity,145.1701,6.888470835247754,51.77399507793273,3009580.0,SYNTHETIC DEMO - not market data,DEMO296 US Equity
Bond_297,NR,105.35,3.0,Issuer_C,2032-02-04,EUR,,,0.01,GB,423450000.0,N,Corporates,XS0000002971 Corp,XS0000002971,Bond,Tech Hardware & Semiconductors,Sr Subordinated,-0.189,,,,,465795000.00000006,SYNTHETIC DEMO - not market data,DEMO297 US Equity
Bond_298,NR,100.44,3.51,Issuer_A,2027-08-05,JPY,,,0.53,DE,134390000.0,N,Corporates,XS0000002989 Corp,XS0000002989,Bond,Telecommunications,1st lien,0.488,,,,,940730.0,SYNTHETIC DEMO - not market data,DEMO298 US Equity
Bond_299,BBB,99.14,3.91,Issuer_C,2026-07-02,USD,,,3.86,JP,255820000.0,N,Corporates,XS0000002997 Corp,XS0000002997,Bond,Utilities,2nd lien,2.927,,,,,255820000.0,SYNTHETIC DEMO - not market data,DEMO299 US Equity
Bond_300,D,90.09,3.68,Issuer_D,2034-08-17,EUR,69.18,0.17,4.08,US,224330000.0,Y,Corporates,XS0000003003 Corp,XS0000003003,Convertible,Banking,1.5 Lien,3.091,DEMO300 US Equity,112.769,8.867685268114464,53.250975292587775,246763000.00000003,SYNTHETIC DEMO - not market data,DEMO300 US Equity
Bond_301,NR,107.63,2.09,Issuer_B,2029-07-11,GBP,,,2.26,DE,112180000.0,N,Governments,XS0000003011 Corp,XS0000003011,Bond,Consumer Discretionary Products,Jr Subordinated,1.394,,,,,145834000.0,SYNTHETIC DEMO - not market data,DEMO301 US Equity
Bond_302,NR,107.21,3.56,Issuer_B,2028-04-20,GBP,,,3.43,DE,491600000.0,N,Corporates,XS0000003029 Corp,XS0000003029,Bond,Consumer Discretionary Services,Secured,3.098,,,,,639080000.0,SYNTHETIC DEMO - not market data,DEMO302 US Equity
Bond_303,NR,100.85,3.18,Issuer_A,2030-09-16,JPY,67.42,0.89,2.67,JP,413740000.0,Y,Corporates,XS0000003037 Corp,XS0000003037,Convertible,Consumer Staple Products,Sr Unsecured,2.302,DEMO303 US Equity,42.4055,23.581846694414637,60.23772548082666,2896180.0,SYNTHETIC DEMO - not market data,DEMO303 US Equity
Bond_304,AAA,97.62,0.27,Issuer_A,2028-05-25,EUR,98.35,0.68,0.73,US,360770000.0,Y,Corporates,XS0000003045 Corp,XS0000003045,Convertible,Financial Services,Unsecured,-0.194,DEMO304 US Equity,109.5542,9.127901988239612,49.21603226619612,396847000.00000006,SYNTHETIC DEMO - not market data,DEMO304 US Equity
Bond_305,BBB,105.07,0.16,Issuer_D,2026-10-28,EUR,,,3.71,JP,156920000.0,N,Corporates,XS0000003052 Corp,XS0000003052,Bond,Health Care,Asset Backed,3.165,,,,,172612000.0,SYNTHETIC DEMO - not market data,DEMO305 US Equity
Bond_306,AAA,108.53,1.94,Issuer_C,2033-01-01,GBP,,,1.02,JP,423490000.0,N,Governments,XS0000003060 Corp,XS0000003060,Bond,Industrial Products,Sr Non Preferred,0.699,,,,,550537000.0,SYNTHETIC DEMO - not market data,DEMO306 US Equity
Bond_307,NR,104.77,0.98,Issuer_B,2029-08-06,USD,,,0.93,DE,380790000.0,N,Corporates,XS0000003078 Corp,XS0000003078,Bond,Industrial Services,Sr Preferred,0.85,,,,,380790000.0,SYNTHETIC DEMO - not market data,DEMO307 US Equity
Bond_308,CCC,90.81,1.4,Issuer_C,2027-03-19,GBP,0.56,0.47,4.69,US,119170000.0,Y,Corporates,XS0000003086 Corp,XS0000003086,Convertible,Insurance,Sr Subordinated,4.384,DEMO308 US Equity,138.9655,7.196030669482714,90.30429594272076,154921000.0,SYNTHETIC DEMO - not market data,DEMO308 US Equity
Bond_309,AAA,105.47,3.13,Issuer_C,2032-10-18,GBP,,,0.36,GB,286430000.0,N,Corporates,XS0000003094 Corp,XS0000003094,Bond,Materials,1st lien,0.007,,,,,372359000.0,SYNTHETIC DEMO - not market data,DEMO309 US Equity
Bond_310,NR,91.36,2.53,Issuer_D,2033-09-13,USD,34.94,0.88,3.32,GB,212360000.0,Y,Corporates,XS0000003102 Corp,XS0000003102,Convertible,Media,2nd lien,3.045,DEMO310 US Equity,199.6671,5.008336375897682,67.70416481399141,212360000.0,SYNTHETIC DEMO - not market data,DEMO310 US Equity
Bond_311,NR,99.5,2.81,Issuer_A,2026-11-12,JPY,24.03,0.64,4.59,DE,481500000.0,Y,Corporates,XS0000003110 Corp,XS0000003110,Convertible,National,1.5 Lien,3.637,DEMO311 US Equity,142.2939,7.027708144902908,80.22252680803032,3370500.0,SYNTHETIC DEMO - not market data,DEMO311 US Equity
Bond_312,CCC,108.32,4.72,Issuer_D,2029-09-24,GBP,,,0.12,GB,281440000.0,N,Corporates,XS0000003128 Corp,XS0000003128,Bond,Oil & Gas,Jr Subordinated,-0.246,,,,,365872000.0,SYNTHETIC DEMO - not market data,DEMO312 US Equity
Bond_313,D,90.88,4.49,Issuer_B,2030-09-03,USD,,,0.84,US,332120000.0,N,Corporates,XS0000003136 Corp,XS0000003136,Bond,Real Estate,Secured,0.457,,,,,332120000.0,SYNTHETIC DEMO - not market data,DEMO313 US Equity
Bond_314,BBB,107.3,2.12,Issuer_A,2028-09-27,JPY,64.66,0.94,3.73,DE,60690000.0,Y,Corporates,XS0000003144 Corp,XS0000003144,Convertible,Regional & Local,Sr Unsecured,3.125,DEMO314 US Equity,122.104,8.18973989386097,65.16458156200656,424830.0,SYNTHETIC DEMO - not market data,DEMO314 US Equity
